Date,Open,High,Low,Close,Adj Close,Volume
2023-08-21,1205.000000,1224.000000,1204.349976,1218.849976,1183.916260,1175945
2023-08-22,1218.849976,1223.000000,1209.250000,1213.199951,1178.428223,1003208
2023-08-23,1213.199951,1218.849976,1199.199951,1201.000000,1166.577881,1569035
2023-08-24,1206.199951,1216.500000,1196.699951,1199.099976,1164.732300,1218843
2023-08-25,1190.000000,1197.199951,1178.449951,1189.500000,1155.407593,1213340
2023-08-28,1189.550049,1196.300049,1182.300049,1184.750000,1150.793579,950013
2023-08-29,1192.400024,1207.900024,1188.250000,1198.000000,1163.663818,1419344
2023-08-30,1207.949951,1221.599976,1194.550049,1197.199951,1162.886719,2016339
2023-08-31,1199.000000,1214.500000,1198.000000,1201.949951,1167.500610,2817747
2023-09-01,1205.000000,1229.900024,1204.050049,1228.050049,1192.852661,1686038
2023-09-04,1235.000000,1266.000000,1225.550049,1256.750000,1220.730103,3466873
2023-09-05,1258.750000,1266.599976,1248.650024,1254.550049,1218.593140,2199985
2023-09-06,1254.550049,1259.599976,1235.849976,1248.949951,1213.153564,1753376
2023-09-07,1248.949951,1274.849976,1238.650024,1269.250000,1232.871704,2554884
2023-09-08,1272.000000,1278.000000,1259.050049,1262.949951,1226.752319,1731105
2023-09-11,1265.000000,1275.000000,1263.500000,1268.849976,1232.483276,1293853
2023-09-12,1271.800049,1283.800049,1251.550049,1266.000000,1229.714844,2335224
2023-09-13,1260.300049,1268.750000,1253.900024,1260.400024,1224.275513,1204376
2023-09-14,1262.000000,1289.349976,1262.000000,1279.849976,1243.167969,3288631
2023-09-15,1278.199951,1303.699951,1274.000000,1300.050049,1262.789063,4316210
2023-09-18,1301.000000,1302.000000,1283.000000,1289.800049,1252.832764,1967717
2023-09-20,1282.000000,1289.150024,1269.050049,1274.349976,1237.825562,2843560
2023-09-21,1275.949951,1296.000000,1265.900024,1291.650024,1254.629761,2960250
2023-09-22,1290.050049,1320.000000,1284.000000,1305.349976,1267.937134,3252940
2023-09-25,1305.349976,1314.400024,1296.050049,1299.449951,1262.206177,2100302
2023-09-26,1300.000000,1303.050049,1279.150024,1282.300049,1245.547852,1141475
2023-09-27,1269.949951,1293.900024,1264.000000,1288.650024,1251.715698,1568115
2023-09-28,1274.050049,1274.050049,1222.000000,1229.500000,1194.260986,6570797
2023-09-29,1224.000000,1231.650024,1210.000000,1222.800049,1187.753174,2861162
2023-10-03,1220.599976,1230.699951,1212.550049,1216.199951,1181.342163,1622290
2023-10-04,1210.000000,1215.500000,1186.050049,1205.000000,1170.463257,2340603
2023-10-05,1214.000000,1223.949951,1199.500000,1205.599976,1171.046021,2497613
2023-10-06,1207.000000,1223.000000,1205.000000,1216.900024,1182.022217,1446719
2023-10-09,1203.250000,1227.750000,1202.150024,1212.650024,1177.894043,1451064
2023-10-10,1215.199951,1231.449951,1213.000000,1227.750000,1192.561157,1503359
2023-10-11,1230.099976,1238.900024,1222.000000,1231.599976,1196.300781,1622663
2023-10-12,1232.000000,1232.000000,1189.300049,1198.750000,1164.392334,2452842
2023-10-13,1187.000000,1202.949951,1180.000000,1194.099976,1159.875610,3266079
2023-10-16,1195.300049,1198.250000,1180.800049,1184.599976,1150.647949,2638043
2023-10-17,1190.000000,1203.000000,1188.449951,1197.599976,1163.275391,1163897
2023-10-18,1200.000000,1202.000000,1178.050049,1187.099976,1153.076294,2337078
2023-10-19,1170.550049,1185.449951,1167.800049,1172.150024,1138.554810,3107691
