Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,Daily_Return,Volatility,Close_Scaled,MA20_Scaled
2023-08-21,1389.75,1407.0,1387.150024,1405.400024,1379.665894,3032722,,,,,0.09766555502620289,
2023-08-22,1404.699951,1406.050049,1396.650024,1403.75,1378.046021,2890714,,,-0.0011740600340277574,,0.09452115483563617,
2023-08-23,1416.0,1416.599976,1405.650024,1407.949951,1382.169067,2559125,,,0.002991950845948388,,0.10252487279656997,
2023-08-24,1421.5,1425.050049,1414.449951,1423.599976,1397.532471,5171963,,,0.011115469686180601,,0.13234864602191498,
2023-08-25,1413.0,1422.5,1411.400024,1420.099976,1394.09668,4307172,,,-0.002458555815541774,,0.12567880323963765,
2023-08-28,1420.099976,1424.800049,1411.400024,1415.650024,1389.728149,3133464,,,-0.003133548394623653,,0.11719866603144347,
2023-08-29,1424.0,1424.400024,1415.300049,1417.650024,1391.691528,3074444,,,0.0014127785583253338,,0.12101000476417356,
2023-08-30,1427.0,1436.650024,1424.0,1435.150024,1408.871094,3070887,,,0.012344372520534108,0.006331602271698794,0.1543592186755598,
2023-08-31,1435.150024,1444.900024,1428.650024,1435.449951,1409.165527,9792735,,,0.00020898651359391174,0.00619932734415203,0.1549307803716058,
2023-09-01,1430.949951,1446.0,1428.199951,1443.849976,1417.411743,3582133,,,0.005851841085889431,0.006276197791209166,0.17093845069080515,
2023-09-04,1443.0,1470.0,1434.699951,1465.099976,1438.272583,4609014,,,0.014717595562712349,0.007088294512025248,0.21143392472606015,
2023-09-05,1465.0,1480.050049,1456.5,1478.900024,1451.820068,5496840,,,0.00941918519286089,0.006655348117001914,0.2377322534540256,
2023-09-06,1481.900024,1482.900024,1463.300049,1477.449951,1450.396362,5075786,,,-0.000980507793946761,0.006206591189447669,0.23496889375893293,
2023-09-07,1470.599976,1473.400024,1462.050049,1466.199951,1439.352417,4411743,,,-0.0076144711314150015,0.008024058274671494,0.21353011338732752,
2023-09-08,1463.5,1474.75,1460.199951,1469.599976,1442.690186,3125838,,,0.0023189367846323528,0.007327876691205991,0.2200094368747023,
2023-09-11,1469.599976,1478.050049,1464.5,1476.449951,1449.414795,4182226,,,0.004661115345581779,0.007195000962213569,0.2330632243925681,
2023-09-12,1482.5,1504.0,1477.099976,1501.099976,1473.613403,6793161,,,0.016695469415203945,0.008664086154750988,0.28003802191519744,
2023-09-13,1505.0,1505.0,1488.650024,1498.349976,1470.913818,4804686,,,-0.0018319899033827358,0.007994343862850549,0.27479743115769395,
2023-09-14,1505.0,1512.550049,1499.150024,1506.949951,1479.356201,6444213,,,0.005739630351887959,0.007632998245926486,0.2911861400666984,
2023-09-15,1518.0,1518.400024,1509.0,1511.599976,1483.921265,8657816,1453.0124817,,0.003085719599986936,0.007457816221317222,0.30004755026202945,0.14142335778228343
2023-09-18,1504.900024,1504.900024,1488.0,1491.800049,1464.483765,3991916,1457.3324829500002,,-0.013098655275448401,0.008936221293152373,0.26231543592186757,0.15149423040655297
2023-09-20,1476.199951,1495.099976,1476.199951,1490.25,1462.962158,4169337,1461.65748295,,-0.001039046084653883,0.009037743836815564,0.25936155502620295,0.16157675621599843
