Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,Daily_Return,Volatility,Close_Scaled,MA20_Scaled
2023-08-21,1172.949951,1188.900024,1168.949951,1179.25,1135.084106,1661946,,,,,0.06074644794056727,
2023-08-22,1182.0,1187.0,1176.150024,1179.5,1135.324829,1805887,,,0.0002119991520033171,,0.0612094537118435,
2023-08-23,1192.949951,1195.0,1178.650024,1182.5,1138.212402,2347850,,,0.0025434506146673197,,0.06676552296715776,
2023-08-24,1188.949951,1189.0,1169.0,1171.25,1127.383667,2464221,,,-0.009513742071881603,,0.045930263259729376,
2023-08-25,1165.0,1170.800049,1150.0,1153.949951,1110.731567,2105159,,,-0.014770586125933738,,0.013890173138285888,
2023-08-28,1155.0,1159.699951,1139.300049,1146.449951,1103.512573,2571967,,,-0.006499415328628966,,0.0,
2023-08-29,1153.900024,1163.300049,1148.300049,1157.550049,1114.196899,1794652,,,0.009682147912621675,,0.020557637742925294,
2023-08-30,1166.0,1175.150024,1161.650024,1170.5,1126.661865,1497356,,,0.01118737890529009,0.00973839725942823,0.0445412459459007,
2023-08-31,1179.5,1188.099976,1165.900024,1172.150024,1128.250122,4483967,,,0.0014096744980778286,0.009774160554172977,0.047597128484877516,
2023-09-01,1173.0,1188.0,1171.099976,1185.800049,1141.388916,1669640,,,0.011645288333842041,0.010847550231309415,0.07287728989713438,
2023-09-04,1186.0,1235.0,1185.0,1232.5,1186.339722,4517935,,,0.03938265227715476,0.017229188215509228,0.15936667722239584,
2023-09-05,1236.75,1241.699951,1225.199951,1235.550049,1189.275635,2842400,,,0.0024746847870182886,0.014549566618454244,0.16501543838109622,
2023-09-06,1239.849976,1242.400024,1222.699951,1235.849976,1189.564331,1767709,,,0.00024274775452659547,0.01346601332210143,0.16557091010894265,
2023-09-07,1238.0,1257.0,1230.300049,1254.0,1207.034546,2582004,,,0.014686268036145478,0.013525717621525796,0.19918517355214815,
2023-09-08,1259.0,1269.550049,1254.300049,1262.050049,1214.783081,2280777,,,0.00641949681020737,0.013667825299654638,0.21409405013637262,
2023-09-11,1276.550049,1284.300049,1270.400024,1281.550049,1233.552856,2691836,,,0.015451051260170656,0.01306071681053944,0.2502085002959151,
2023-09-12,1285.0,1291.75,1265.5,1282.400024,1234.370972,2140769,,,0.0006632398014134733,0.013871045792698763,0.25178267361767714,
2023-09-13,1282.0,1282.400024,1266.099976,1275.25,1227.488647,2275523,,,-0.005575502079061101,0.007795965618765519,0.23854066411062425,
2023-09-14,1280.849976,1290.699951,1275.599976,1283.599976,1235.526001,2655172,,,0.0065477169182512895,0.007735774257799504,0.2540050124226947,
2023-09-15,1294.0,1310.0,1291.050049,1304.599976,1255.739502,4286280,1217.31250615,,0.01636023713979884,0.008292044525724108,0.292897497209895,0.0
2023-09-18,1302.0,1311.300049,1289.699951,1305.0,1256.124634,2761885,1223.60000615,,0.0003066257913222348,0.008078198081397385,0.2936383508924907,0.014353712111014438
2023-09-20,1281.5,1304.0,1281.5,1293.400024,1244.958984,2220756,1229.29500735,,-0.00888887049808429,0.009760264866052292,0.27215492755382975,0.027354810750646052
2023-09-21,1284.0,1285.0,1259.300049,1278.0,1230.135742,3112700,1234.07000735,,-0.01190662108724383,0.009678513507662481,0.24363372759466229,0.03825564181706209
2023-09-22,1272.449951,1283.599976,1265.099976,1273.699951,1225.996704,1321467,1239.1925049,,-0.0033646705790296716,0.00972741758252526,0.23566993757958077,0.04994977384443011
2023-09-25,1270.0,1280.0,1256.599976,1263.449951,1216.130615,1246703,1244.6675049,,-0.008047421209329997,0.009966043778197367,0.21668670095725684,0.06244863250173527
2023-09-26,1264.0,1268.949951,1257.099976,1261.449951,1214.205566,903152,1250.4175049,,-0.0015829673335433503,0.009356193455767017,0.21298265478704748,0.07557528771260325
2023-09-27,1258.5,1267.650024,1253.300049,1261.099976,1213.868652,1670373,1255.5950012500002,,-0.00027743867263430033,0.0047732869117402335,0.2123344930078379,0.08739497631120852
2023-09-28,1261.099976,1266.0,1238.550049,1241.900024,1195.387817,1807072,1259.16500245,,-0.01522476597049749,0.005539661222334388,0.17677573867093477,0.09554491976421398
2023-09-29,1235.099976,1249.699951,1227.25,1234.800049,1188.553833,2338327,1262.2975037,,-0.005717026220139698,0.00549292495943008,0.16362642106726755,0.10269609608705998
2023-10-03,1232.5,1256.699951,1222.699951,1238.699951,1192.307495,2162636,1264.9424988,,0.003158326729221006,0.005990768358592266,0.17084912960091403,0.10873434629786605
2023-10-04,1234.0,1244.800049,1225.0,1239.550049,1193.125854,2253785,1265.29500125,,0.000686282419978701,0.006299287440928654,0.1724235307215154,0.10953907292780274
2023-10-05,1249.0,1253.949951,1227.800049,1235.449951,1189.179321,2995200,1265.28999635,,-0.0033077309006663835,0.006022556233857239,0.16483005457432354,0.10952764725881714
2023-10-06,1252.0,1256.0,1230.099976,1237.699951,1191.344971,2497711,1265.3824951,,0.0018211988257224032,0.006303944188649492,0.16899710651580957,0.10973881233684946
2023-10-09,1236.0,1266.650024,1231.150024,1249.599976,1202.799316,3430211,1265.1624938999998,,0.009614628319557728,0.00785420006056609,0.19103622752913285,0.109236572354523
2023-10-10,1255.550049,1264.75,1248.199951,1261.800049,1214.542603,1532394,1265.1499939,,0.00976318280595101,0.0058947909151646685,0.2136310443650964,0.10920803614754337
2023-10-11,1266.0,1274.449951,1241.0,1245.599976,1198.949219,2186131,1263.3524902499998,,-0.01283885906712301,0.0078101730398919345,0.18362813518871413,0.10510452125122516
2023-10-12,1245.0,1248.550049,1215.150024,1223.75,1177.91748,3921609,1260.41998905,,-0.017541728019429548,0.010449374320864863,0.14316147522772926,0.0984099243542067
2023-10-13,1211.0,1266.5,1208.550049,1255.900024,1208.863403,5740821,1259.4524902500002,,0.02627172543411649,0.014931143702990203,0.2027040618624012,0.09620122467341963
2023-10-16,1263.0,1279.300049,1260.300049,1270.650024,1223.061035,2527113,1258.80499265,,0.01174456542569513,0.015127167804338513,0.2300214023676963,0.09472305463079955
2023-10-17,1278.900024,1279.0,1271.0,1277.150024,1229.317627,1687345,1257.43249505,,0.005115491974366115,0.015094968198632264,0.2420595524208773,0.09158978458333067
2023-10-18,1278.0,1281.5,1267.400024,1269.449951,1221.905884,1743126,1255.6549926,,-0.006029106099754489,0.015382357627670607,0.22779883946788537,0.08753193035765738
2023-10-19,1266.800049,1274.75,1264.900024,1267.349976,1219.884521,2279726,1254.3524902,,-0.0016542400890604547,0.015068027812705992,0.22390963728974267,0.08455845211137403
2023-10-20,1252.0,1261.349976,1245.449951,1258.599976,1223.042725,1625449,1253.382489,,-0.006904170249497077,0.01432642871804394,0.20770443529507565,0.08234403971023907
2023-10-23,1248.0,1260.5,1232.300049,1236.650024,1201.712891,1646367,1251.52999265,,-0.017439974907483946,0.014303836975642957,0.16705261747413447,0.07811498216835311
2023-10-25,1231.199951,1252.900024,1225.300049,1229.0,1194.278931,1420065,1249.8074950999999,,-0.006186086484885722,0.009382063445936877,0.15288459642452912,0.07418269843958525
2023-10-26,1215.0,1238.199951,1212.050049,1231.800049,1196.999878,4617424,1248.325,,0.00227831489015462,0.007357983473471166,0.15807035181195328,0.07079831547793347
2023-10-27,1237.0,1270.0,1233.449951,1268.699951,1232.8573,2675348,1248.70499875,,0.029956080964565812,0.014869571069359213,0.22640982215405714,0.07166581331650868
2023-10-30,1270.0,1274.800049,1256.0,1264.75,1229.019043,1158770,1249.8474975499998,,-0.003113384687125298,0.01474072846010938,0.2190944217170241,0.07427401989501847
2023-10-31,1272.0,1279.849976,1256.699951,1276.0,1239.951172,2525870,1251.9074950999998,,0.008895038545166933,0.015129744351555055,0.23992968142445292,0.07897678121224994
2023-11-01,1280.0,1285.949951,1255.300049,1258.949951,1223.382813,1572719,1252.9199951,1241.1229980399999,-0.013362107366771125,0.015875493432217936,0.20835259707428566,0.08128821397764252
2023-11-02,1266.0,1275.0,1265.0,1273.400024,1237.424683,1368604,1254.61249385,1243.00599852,0.011477877248831092,0.014211620370577046,0.23511446585173434,0.08515201354913371
2023-11-03,1282.599976,1287.300049,1263.0,1266.25,1230.476563,2052536,1256.1524963,1244.74099852,-0.005614908014168529,0.014143001104824275,0.22187245634468145,0.08866767984218438
2023-11-06,1276.25,1279.5,1265.150024,1269.699951,1233.829224,1175823,1257.7524963,1246.48499754,0.002724541757157084,0.01413305900208697,0.2282618452391616,0.0923203143356437
2023-11-07,1269.0,1277.699951,1267.099976,1273.949951,1237.958984,1385282,1258.96999505,1248.53899656,0.0033472475104474597,0.008626975837601867,0.236132943350857,0.0950997380418892
2023-11-08,1280.0,1280.800049,1265.900024,1267.650024,1231.837158,937671,1259.2624938,1250.81299802,-0.004945191916727043,0.008785495619130715,0.22446533311238204,0.09576748243160349
