Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,Daily_Return,Volatility,Close_Scaled,MA20_Scaled
2023-11-30,1200.0,1400.0,1200.0,1313.0,1300.53772,46579440.0,,,,,1.0,
2023-12-01,1339.300049,1348.0,1211.599976,1220.599976,1209.014771,18681410.0,,,-0.07037320944402137,,0.72557166407229,
2023-12-04,1220.599976,1234.0,1151.150024,1192.650024,1181.330078,14740750.0,,,-0.0228985355968907,,0.6425602265793802,
2023-12-05,1192.650024,1221.949951,1175.0,1191.849976,1180.537598,4422358.0,,,-0.0006708153975604203,,0.640184081727921,
2023-12-06,1202.0,1207.449951,1181.0,1188.5,1177.21936,2735968.0,,,-0.002810736306966155,,0.6302346434130808,
2023-12-07,1192.949951,1199.0,1180.0,1185.699951,1174.445923,1624651.0,,,-0.002355952040386966,,0.6219184898633148,
2023-12-08,1189.0,1219.699951,1188.25,1192.550049,1181.231079,2528210.0,,,0.0057772609286377286,,0.6422633005430365,
2023-12-11,1199.0,1269.699951,1193.0,1237.349976,1225.605713,8017469.0,,,0.037566496297213314,0.03289122210267935,0.7753192120468353,
2023-12-12,1254.0,1263.050049,1230.0,1233.25,1221.544678,2426780.0,,,-0.0033135136214687,0.01814579250299963,0.7631422715838809,
2023-12-13,1244.0,1284.800049,1236.150024,1250.349976,1238.4823,4281933.0,,,0.013865782282586725,0.014898615622671849,0.8139292492808106,
2023-12-14,1270.0,1275.0,1240.150024,1243.300049,1231.49939,1992554.0,,,-0.005638362966625898,0.015426372641077525,0.7929909458987483,
2023-12-15,1255.949951,1256.699951,1240.0,1242.199951,1230.409668,1239743.0,,,-0.0008848210059065886,0.015256033360196744,0.7897236516879009,
2023-12-18,1245.650024,1249.150024,1225.599976,1229.25,1217.582642,1000620.0,,,-0.010425013291600171,0.016299756309934285,0.7512622601272732,
2023-12-19,1233.0,1259.800049,1224.599976,1241.550049,1229.765991,2086748.0,,,0.010006141142973268,0.01639939738184812,0.7877934408864826,
2023-12-20,1247.900024,1248.75,1198.0,1201.150024,1189.74939,1604663.0,,,-0.03253998905041311,0.015187200072421456,0.6678052509246717,
2023-12-21,1165.25,1218.599976,1165.25,1208.900024,1197.425781,1504596.0,,,0.006452149893975356,0.01571439189911125,0.6908227731218495,
2023-12-22,1214.699951,1222.5,1205.0,1208.75,1197.277222,701235.0,,,-0.00012409959220915923,0.014052565401898833,0.6903772014121579,
2023-12-26,1210.0,1217.949951,1200.5,1202.75,1191.334106,575200.0,,,-0.004963805584281333,0.014047660441211359,0.6725571842272462,
2023-12-27,1208.0,1212.900024,1196.199951,1199.599976,1188.213989,656321.0,,,-0.0026190180835585775,0.013985553417484836,0.6632016039250987,
2023-12-28,1200.0,1201.849976,1169.0,1175.949951,1164.788452,1913710.0,1217.9599976,,-0.019714926203032834,0.015002393160725632,0.5929609619378335,1.0
2023-12-29,1180.0,1188.0,1170.449951,1180.150024,1168.94873,974333.0,1211.3174988,,0.003571642650631812,0.01400697294501989,0.6054351907774804,0.9702436996596502
2024-01-01,1184.0,1197.900024,1180.0,1180.449951,1169.245728,794228.0,1209.30999755,,0.00025414311223204145,0.008491722565315492,0.6063259748265173,0.9612507269957131
2024-01-02,1184.0,1188.900024,1177.0,1181.949951,1170.731567,720393.0,1208.7749939,,0.0012707019037352385,0.007782727986156185,0.6107809791227452,0.9588540793226139
2024-01-03,1180.0,1185.0,1168.0,1172.050049,1160.925659,937005.0,1207.7849975499998,,-0.008375906265425392,0.00786556280976233,0.5813782418279212,0.9544192078061213
2024-01-04,1175.0,1181.550049,1169.449951,1171.349976,1160.232178,706442.0,1206.92749635,,-0.0005973064039349607,0.007982724203316898,0.5792990230128057,0.9505778727878287
2024-01-05,1173.5,1179.349976,1170.0,1171.349976,1160.232178,824122.0,1206.2099976,,0.0,0.008104704083178252,0.5792990230128057,0.9473637046047916
2024-01-08,1174.699951,1179.0,1168.599976,1171.5,1160.380737,475513.0,1205.15749515,,0.00012807786150492717,0.0037183645279895393,0.5797445947224973,0.9426488254675673
2024-01-09,1178.099976,1179.0,1165.0,1166.849976,1155.774902,733601.0,1201.63249515,,-0.003969290653008994,0.0034096852538169652,0.5659340101241219,0.9268579368490055
2024-01-10,1170.099976,1170.099976,1156.0,1163.25,1152.209106,626896.0,1198.13249515,,-0.003085208959202057,0.0033377939946190095,0.5552420710932435,0.9111790403483049
2024-01-11,1167.949951,1169.0,1158.0,1159.599976,1148.59375,636047.0,1193.59499515,,-0.0031377812164194996,0.0029964895072257225,0.5444014893590201,0.8908524709563244
2024-01-12,1163.699951,1202.0,1160.099976,1167.449951,1156.369141,2470848.0,1189.8024902500001,,0.006769554296713887,0.0036321617939390582,0.5677159375925416,0.8738632447261825
2024-01-15,1180.0,1184.900024,1169.150024,1171.75,1160.628418,757174.0,1186.2799927,,0.003683283378715041,0.003968789123263085,0.5804870954385355,0.858083566294634
2024-01-16,1171.900024,1171.900024,1160.0,1163.300049,1152.258667,729567.0,1182.98249515,,-0.007211394068700749,0.00482844863420454,0.5553907167665915,0.843311816923844
2024-01-17,1157.900024,1166.400024,1153.25,1156.5,1145.523193,718624.0,1178.7299927,,-0.00584548157274245,0.005120131852140438,0.5351945517602177,0.8242619467002648
